subject	predicate	object
refractory	SimilarTo	intractable
refractory	SimilarTo	disobedient
knowledge	IsA	a_powerful_thing
knowledge	IsA	a_good_thing
knowledge	AtLocation	an_encyclopedia
congenital	SimilarTo	noninheritable
genuine	SimilarTo	authenticated
genuine	RelatedTo	true
testis	PartOf	male_reproductive_system
testis	PartOf	testis
lateral	Synonym	sidelong
lateral	Synonym	lateral_pass
lateral	SimilarTo	distal
chickens	CapableOf	cross_roads
chickens	CapableOf	produce_eggs
chickens	IsA	animals
chickens	AtLocation	a_farm
wide	SimilarTo	wide
wide	Synonym	widely
wide	SimilarTo	sweeping
wide	RelatedTo	thick
coordinated	SimilarTo	matched
coordinated	Synonym	co-ordinated
coordinated	Synonym	interconnected
position	IsA	position
kinetics	Synonym	dynamics
iodothyronine	IsA	iodoamino_acid
iodothyronine	IsA	iodothyronine
stop	RelatedTo	sign
stop	RelatedTo	red
stop	RelatedTo	halt
stop	DistinctFrom	go
joint	PartOf	endoskeleton
joint	HasContext	anatomy
kinetochore	Synonym	centromere
segregation	IsA	separation
segregation	HasContext	genetics
segregation	IsA	segregation
segregation	IsA	segregation
blinded	SimilarTo	blind
transcribed	SimilarTo	recorded
variety	Synonym	variety_show
comparative	IsA	adjective
comparative	Synonym	comparative
promise	RelatedTo	vow
promise	RelatedTo	oath
inform	MannerOf	inform
tables	AtLocation	a_conference
tables	AtLocation	a_house
tables	UsedFor	hold_things
tables	AtLocation	a_resturant
error	RelatedTo	mistake
error	IsA	misstatement
putative	SimilarTo	acknowledged
barrier	IsA	obstruction
depleted	SimilarTo	insufficient
blunted	SimilarTo	dull
arm	HasA	one_hand
arm	RelatedTo	hand
arm	RelatedTo	appendage
arm	RelatedTo	limb
hemoglobin	IsA	a_chemical
hemoglobin	IsA	hemoprotein
hemoglobin	DefinedAs	pigment_that_colors_blood
hemoglobin	HasA	iron
stabilizing	Synonym	stabilising
subunit	Synonym	fractional_monetary_unit
dysplasia	IsA	abnormality
dysplasia	IsA	dysplasia
inclusion	IsA	situation
inclusion	Synonym	inclusion_body
limitations	IsA	self_imposed
limitations	ReceivesAction	found_in_fine_print
input	Synonym	remark
input	MannerOf	insert
input	IsA	component
input	Synonym	input_signal
onto	RelatedTo	preposition
onto	RelatedTo	top
determining	Synonym	determinative
offspring	IsA	relative
offspring	IsA	consequence
cognate	SimilarTo	related
cognate	Synonym	consanguineous
cognate	Synonym	blood_relation
cognate	SimilarTo	related
height	IsA	dimension
height	Synonym	stature
scarce	RelatedTo	rare
scarce	SimilarTo	rare
describe	RelatedTo	explain
th	Synonym	thorium
th	Synonym	Thursday
mother	RelatedTo	parent
mother	RelatedTo	female
mother	RelatedTo	woman
mother	RelatedTo	mom
zero	IsA	a_number
zero	Synonym	zero
zero	IsA	digit
zero	SimilarTo	no
regularly	Synonym	on_a_regular_basis
past	DistinctFrom	future
past	RelatedTo	time
past	RelatedTo	history
past	RelatedTo	before
diameter	IsA	straight_line
institute	Synonym	establish
institute	MannerOf	make
obvious	SimilarTo	taken_for_granted
obvious	SimilarTo	self-explanatory
longevity	IsA	oldness
longevity	IsA	longness
department	RelatedTo	store
department	RelatedTo	section
department	RelatedTo	division
department	RelatedTo	part
orthopaedics	Synonym	orthopedics
scapula	PartOf	shoulder
impingement	IsA	influence
impingement	IsA	crash
western	SimilarTo	southwestern
western	SimilarTo	occidental
western	IsA	sandwich
concomitant	Synonym	accompanying
concomitant	Synonym	accompaniment
seizure	IsA	attack
waves	AtLocation	ocean
waves	IsA	cycles_of_density_of_physical_objects
waves	CapableOf	continue_indefinately
guinea	PartOf	Africa
canonical	SimilarTo	orthodox
canonical	SimilarTo	standard
canonical	Synonym	canonic
guanine	IsA	purine
exchange	RelatedTo	trade
exchange	RelatedTo	swap
exchange	RelatedTo	stock
exchange	RelatedTo	barter
predictor	IsA	information
predictor	Synonym	forecaster
predictor	IsA	computer
predictor	PartOf	antiaircraft
article	RelatedTo	newspaper
article	AtLocation	the_newspaper
article	UsedFor	reading
article	RelatedTo	story
explore	MannerOf	diagnose
volunteers	CapableOf	raise_money
volunteers	CapableOf	join_a_committee
volunteers	CapableOf	hand_food_to_the_poor
load	MannerOf	transfer
technology	IsA	technology
technology	IsA	technology
technology	IsA	technology
technology	IsA	equipment
glucagon	IsA	hormone
predominantly	Synonym	preponderantly
copy	RelatedTo	duplicate
copy	RelatedTo	xerox
copy	RelatedTo	original
celiac	Synonym	coeliac
mitigate	MannerOf	decrease
mitigate	Synonym	extenuate
em	IsA	linear_unit
em	Synonym	em
em	IsA	area_unit
em	PartOf	inch
users	CapableOf	explain_that_verb
users	CapableOf	train_Open_Mind
younger	SimilarTo	junior
accepted	Synonym	recognised
essentially	Synonym	fundamentally
unchanged	RelatedTo	unvaried
unchanged	SimilarTo	same
unchanged	SimilarTo	idempotent
latter	SimilarTo	last_mentioned
latter	IsA	second
latter	DistinctFrom	former
latter	RelatedTo	former
subjective	Synonym	immanent
subjective	SimilarTo	unverifiable
subjective	SimilarTo	personal
engineering	IsA	engineering
engineering	HasContext	ship
engineering	IsA	room
engineering	IsA	engineering
urokinase	Synonym	plasminogen_activator
foot	RelatedTo	toes
foot	RelatedTo	leg
foot	RelatedTo	part
foot	RelatedTo	body
effacement	Synonym	effacement
effacement	PartOf	parturiency
effacement	IsA	withdrawal
effacement	IsA	organic_process
proteinuria	Synonym	albuminuria
collectively	Synonym	together_with
biosynthesis	IsA	synthesis
antimalarial	Synonym	antimalarial
antimalarial	IsA	antiprotozoal
appetite	IsA	craving
ventral	SimilarTo	ventral
ventral	Synonym	adaxial
ventral	SimilarTo	dorsoventral
peptidase	Synonym	protease
orientation	IsA	self-awareness
orientation	IsA	orientation
heterogeneous	RelatedTo	diversified
heterogeneous	SimilarTo	miscellaneous
heterogeneous	SimilarTo	inhomogeneous
discrete	SimilarTo	separate
constitute	Synonym	establish
elusive	Synonym	problematical
elusive	SimilarTo	unidentifiable
elusive	Synonym	subtle
safe	RelatedTo	box
safe	RelatedTo	lock
safe	RelatedTo	combination
safe	SimilarTo	safe
allergic	Synonym	hypersensitised
australia	PartOf	Australia
unprecedented	SimilarTo	unexampled
left	SimilarTo	leftmost
left	SimilarTo	left-of-center
left	Synonym	left_field
shift	HasContext	phonetics
shift	IsA	shift
absorption	IsA	sorption
absorption	Synonym	assimilation
disorganized	SimilarTo	unmethodical
disorganized	SimilarTo	fucked-up
disorganized	SimilarTo	disordered
disorganized	SimilarTo	scrambled
designed	SimilarTo	fashioned
structured	RelatedTo	organized
structured	Synonym	integrated
discovered	Synonym	ascertained
architecture	IsA	fine_arts
spreading	Synonym	spread
spreading	Synonym	dissemination
spreading	Synonym	spread
superfamily	IsA	taxonomic_group
superfamily	HasContext	biology
basic	Synonym	introductory
basic	IsA	programming_language
lowered	SimilarTo	down
productive	SimilarTo	amentiferous
productive	RelatedTo	creative
productive	RelatedTo	successful
productive	RelatedTo	fertile
arise	RelatedTo	up
arise	RelatedTo	get_up
arise	RelatedTo	wake
feeding	IsA	feeding
feeding	IsA	feeding
feeding	IsA	feeding
misunderstandings	CapableOf	cause_disagreements
misunderstandings	CapableOf	cause_heart-ache
east	RelatedTo	direction
east	RelatedTo	north
east	RelatedTo	compass
intermediary	Synonym	mediator
fission	Synonym	fission
histology	IsA	microscopic_anatomy
simply	Synonym	plainly
simply	Synonym	merely
condition	RelatedTo	state
condition	RelatedTo	shampoo
condition	Synonym	stipulate
cytoplasm	PartOf	cell
vertebrate	IsA	chordate
logistic	Synonym	logistic
near	Synonym	nigh
hierarchical	SimilarTo	graded
hierarchical	SimilarTo	vertical
hierarchical	SimilarTo	gradable
hierarchical	SimilarTo	class-conscious
transformation	IsA	mapping
homeobox	Synonym	homeobox
homeobox	IsA	homeotic_gene
bowel	Synonym	intestine
epitope	Synonym	antigenic_determinant
apart	SimilarTo	separate
messenger	IsA	messenger
light	IsA	energy
light	IsA	electromagnetic_radiation
light	AtLocation	a_desk
stopped	Synonym	stopped
stopped	SimilarTo	obstructed
anterior	RelatedTo	front
anterior	SimilarTo	frontal
matching	Synonym	coordinated
matching	SimilarTo	matched
portion	Synonym	assign
portion	Synonym	part
portion	Synonym	helping
portion	Synonym	dowry
merit	Synonym	deserve
merit	IsA	worth
merit	Synonym	deservingness
proved	SimilarTo	established
proved	SimilarTo	verified
proved	SimilarTo	well-tried
proved	SimilarTo	evidenced
protocol	IsA	protocol
protocol	IsA	protocol
protocol	IsA	rule
protocol	HasContext	computer_science
definition	IsA	definition
definition	IsA	definition
definition	IsA	definition
definition	IsA	definition
assuming	Synonym	presumptuous
place	RelatedTo	location
pap	Synonym	nipple
pap	Synonym	soft_diet
pap	IsA	drivel
undetermined	Synonym	indeterminate
undetermined	SimilarTo	unsettled
undetermined	SimilarTo	unexplained
hybrid	IsA	organism
hybrid	IsA	hybrid
hybrid	Synonym	intercrossed
hybrid	HasContext	genetics
relay	Synonym	relays
descending	SimilarTo	raining
descending	SimilarTo	downward-sloping
descending	SimilarTo	downward
descending	SimilarTo	downward-arching
compound	IsA	compound
barriers	AtLocation	a_roadblock
forks	UsedFor	eat_steak
forks	HasA	tines
forks	AtLocation	cutlery_drawer
forks	AtLocation	a_table
alt	Synonym	elevation
clustering	Synonym	bunch
jointly	Synonym	together_with
directed	SimilarTo	oriented
directed	SimilarTo	manageable
invariant	IsA	feature
invariant	HasContext	mathematics
invariant	HasContext	mathematics
invariant	SimilarTo	invariable
rearrangement	IsA	arrangement
motif	IsA	design
substitution	IsA	change
extension	IsA	telephone
extension	Synonym	propagation
extension	Synonym	extension
extension	IsA	education
moiety	IsA	one-half
moiety	IsA	social_group
destabilization	HasContext	ship
destabilization	IsA	change
destabilization	IsA	action
destabilization	HasContext	government
blastocyst	Synonym	blastodermic_vessicle
cloning	IsA	biological_research
cloning	IsA	cloning
cloning	IsA	cloning
sensitized	Synonym	hypersensitised
overt	RelatedTo	public
overt	SimilarTo	barefaced
ar	Synonym	argon
ar	Synonym	Arkansas
ar	Synonym	are
modulated	SimilarTo	softened
modulated	SimilarTo	inflected
antihypertensive	IsA	medicine
antihypertensive	Synonym	antihypertensive
attack	RelatedTo	war
attack	RelatedTo	fight
attack	MannerOf	affect
indication	IsA	naming
indication	IsA	advice
ambient	SimilarTo	close
dissociation	IsA	separation
dissociation	HasContext	chemistry
dissociation	IsA	psychological_state
seem	MannerOf	be
variability	IsA	changeableness
variability	Synonym	unevenness
engagement	Synonym	employment
hairpin	AtLocation	a_woman's_hair
hairpin	UsedFor	holding_hair_up
hairpin	IsA	pin
k	Synonym	1000
k	Synonym	kilobyte
k	Synonym	kB
anticipated	SimilarTo	expected
accordance	Synonym	accordance
accordance	Synonym	accord
accordance	IsA	giving
rural	RelatedTo	country
rural	SimilarTo	hobnailed
inactivate	MannerOf	change
inactivate	Synonym	demobilize
characteristic	SimilarTo	distinctive
polymorphism	IsA	chemical_phenomenon
polymorphism	HasContext	biology
polymorphism	HasContext	chemistry
polymorphism	HasContext	genetics
policy	IsA	policy
policy	IsA	policy
policy	IsA	policy
forearm	MannerOf	arm
forearm	IsA	limb
like	RelatedTo	love
like	RelatedTo	similar
like	Synonym	alike_p
subgroup	IsA	group
subgroup	HasContext	mathematics
adenocarcinoma	IsA	carcinoma
staphylococcus	IsA	coccus
asian	Synonym	Asiatic
vaccinating	Synonym	inoculating
u	Synonym	uranium
u	SimilarTo	upper-class
u	SimilarTo	u
u	Synonym	uracil
decoding	IsA	cryptography
eukaryotes	IsA	colonies
eukaryotes	HasA	their_DNA_in_linear_pieces
opening	Synonym	first_step
opening	SimilarTo	initiative
recognized	SimilarTo	established
recognized	Synonym	recognised
importantly	Synonym	significantly
sensor	Synonym	detector
45	SimilarTo	cardinal
25	SimilarTo	cardinal
25	Synonym	twenty-five
moreover	Synonym	what_is_more
publishing	Synonym	publication
saying	IsA	speech
counteract	MannerOf	cancel
counteract	Synonym	sabotage
twins	HasContext	mineralogy
twins	Synonym	Gemini
twins	IsA	crystal
drink	RelatedTo	liquid
drink	RelatedTo	beverage
drink	HasPrerequisite	open_your_mouth
drink	RelatedTo	water
lad	Synonym	cub
lad	Synonym	chap
lad	RelatedTo	boy
100	Synonym	hundred
dramatic	SimilarTo	dramatic
dramatic	HasContext	music
dramatic	SimilarTo	spectacular
dramatic	SimilarTo	melodramatic
catastrophic	SimilarTo	harmful
57	SimilarTo	cardinal
85	SimilarTo	cardinal
39	SimilarTo	cardinal
comprehensive	SimilarTo	statewide
comprehensive	SimilarTo	countrywide
comprehensive	RelatedTo	complete
comprehensive	SimilarTo	citywide
table	AtLocation	a_table
table	RelatedTo	furniture
table	UsedFor	Putting_things_on
table	RelatedTo	eating
shared	Synonym	divided_up
shared	SimilarTo	joint
shared	RelatedTo	joint
shared	SimilarTo	mutual
anchor	IsA	hook
plasticity	Synonym	malleability
20	SimilarTo	cardinal
20	Synonym	twenty
31	SimilarTo	cardinal
bipolar	SimilarTo	Janus-faced
learning	Causes	understanding
learning	Causes	knowledge
learning	Causes	gaining_knowledge
learning	Causes	having_an_understanding
cd8	Synonym	cluster_of_differentiation_8
cysteine	IsA	amino_acid
discontinuation	Synonym	discontinuance
sharing	Synonym	communion
sharing	IsA	mutuality
address	RelatedTo	location
address	RelatedTo	street
address	RelatedTo	number
address	RelatedTo	house
presents	AtLocation	a_friend's_wedding
presents	CapableOf	delight_children
presents	AtLocation	a_party
presents	AtLocation	a_wedding
adopt	RelatedTo	child
alliance	IsA	organization
hub	PartOf	electric_fan
hub	IsA	center
hub	PartOf	car_wheel
consider	RelatedTo	think
march	RelatedTo	month
march	RelatedTo	february
march	RelatedTo	april
march	RelatedTo	third
carolina	PartOf	Carolina
carolina	PartOf	Carolina
carolina	PartOf	South
carolina	Synonym	Carolina
urine	AtLocation	the_toilet
urine	IsA	bodily_fluid
reproducible	SimilarTo	duplicatable
replicate	HasContext	biology
replicate	MannerOf	duplicate
replicate	Synonym	duplicate
tool	IsA	an_object
tool	AtLocation	the_garage
tool	UsedFor	building_things
tool	AtLocation	the_repair_shop
normalization	Synonym	standardization
resolution	Synonym	resolving_power
resolution	IsA	physical_phenomenon
deactivation	HasContext	military
deactivation	IsA	dismissal
deactivation	IsA	termination
projected	Synonym	sticking_out
counterfactual	Synonym	contrary_to_fact
scenario	IsA	premise
scenario	IsA	script
parameter	IsA	value
parameter	IsA	address
theoretical	SimilarTo	pure
theoretical	SimilarTo	abstract
theoretical	SimilarTo	abstractive
theoretical	SimilarTo	metaphysical
next	RelatedTo	after
next	SimilarTo	succeeding
protecting	SimilarTo	protective
exclusive	SimilarTo	alone
exclusive	SimilarTo	selective
exclusive	IsA	report
exon	IsA	deoxyribonucleic_acid
brainstem	IsA	neural_structure
brainstem	PartOf	brain
infiltrate	MannerOf	join
infiltrate	MannerOf	percolate
legionella	Synonym	Legionella_pneumophilia
legionella	AtLocation	a_water_fountain
francisella	IsA	bacteria
francisella	Synonym	Francisella
tools	AtLocation	the_garage
tools	AtLocation	a_neighbor's_house
tools	AtLocation	the_repair_shop
tools	UsedFor	extend_a_tool-user's_capabilities
distributed	SimilarTo	rationed
distributed	SimilarTo	parceled_out
distributed	SimilarTo	separated
distributed	SimilarTo	widespread
engage	MannerOf	touch
deposition	IsA	deposition
deposition	HasContext	law
deposition	IsA	deposition
deposition	IsA	accretion
sphericity	IsA	roundness
walk	RelatedTo	slow
walk	RelatedTo	movement
walk	HasPrerequisite	stand_up
walk	MotivatedByGoal	some_exercise
questionnaire	IsA	form
lv	Synonym	55
rely	Synonym	trust
exact	RelatedTo	precise
exact	SimilarTo	rigorous
exact	RelatedTo	accurate
exact	SimilarTo	perfect
lifelong	Synonym	womb-to-tomb
accurate	SimilarTo	dead-on
analgesic	IsA	medicine
analgesic	Synonym	analgetic
scores	Synonym	tons
pattern	IsA	exemplar
pattern	Synonym	traffic_pattern
variance	Synonym	division
variance	Synonym	variation
variance	IsA	dispensation
variance	Synonym	discrepancy
respect	RelatedTo	honor
respect	RelatedTo	song
respect	Synonym	deference
secrete	MannerOf	hide
fertile	Synonym	prolific
fertile	RelatedTo	potent
fertile	SimilarTo	fecund
excretion	Synonym	elimination
excretion	Synonym	body_waste
hyperkalemia	IsA	symptom
fashion	RelatedTo	style
fashion	RelatedTo	clothing
fashion	RelatedTo	clothes
fashion	IsA	vogue
ill	RelatedTo	sick
ill	Synonym	ominous
ill	SimilarTo	afflicted
ill	SimilarTo	spastic
dispose	MannerOf	determine
dispose	Synonym	discard
dispose	MannerOf	sell
dispose	MannerOf	dispose
deadly	Synonym	lethal
deadly	Synonym	venomous
deadly	HasContext	theology
deadly	Synonym	deathly
airborne	SimilarTo	mobile
extraction	Synonym	origin
extraction	IsA	removal
solution	IsA	solution
w	Synonym	west
w	Synonym	watt
w	IsA	letter
w	Synonym	tungsten
signs	AtLocation	a_fork_in_the_road
signs	AtLocation	a_demonstration
signs	AtLocation	a_freeway
signs	AtLocation	the_corner_of_two_streets
armour	Synonym	armor
armour	Synonym	armor
armour	Synonym	armor
armour	Synonym	armor
century	RelatedTo	hundred
century	RelatedTo	years
century	RelatedTo	hundred_years
century	RelatedTo	time
inappropriate	RelatedTo	improper
inappropriate	Synonym	out_or_keeping
inappropriate	RelatedTo	malapropos
overuse	Synonym	overexploitation
overuse	MannerOf	use
culprit	Synonym	perpetrator
answer	RelatedTo	question
answer	RelatedTo	response
answer	RelatedTo	reply
answer	RelatedTo	solution
justified	HasContext	printing
justified	SimilarTo	even
challenging	SimilarTo	difficult
challenging	Synonym	thought-provoking
germinal	IsA	Revolutionary_calendar_month
germinal	Synonym	originative
germinal	PartOf	Revolutionary_calendar
guide	IsA	leader
preoperative	SimilarTo	surgical
seeking	IsA	attempt
seeking	Synonym	quest
binge	Synonym	bust
binge	Synonym	gorge
binge	Synonym	orgy
eating	HasSubevent	chewing
eating	HasSubevent	drink
tend	MannerOf	take_care
inconsistent	SimilarTo	incompatible
inconsistent	SimilarTo	scratchy
inconsistent	SimilarTo	unreconciled
issue	HasContext	military
issue	Synonym	offspring
issue	Synonym	publish
prematurity	Synonym	prematureness
upstream	Synonym	upriver
works	Synonym	whole_shebang
works	IsA	mechanism
functionality	IsA	practicality
block	IsA	block
block	IsA	block
block	MannerOf	emboss
null	Synonym	nothing
null	HasContext	law
lymphocyte	PartOf	lymphatic_system
lymphocyte	IsA	leukocyte
fatal	SimilarTo	lethal
limiting	HasContext	grammar
limiting	Synonym	constraining
limiting	Synonym	modification
limiting	SimilarTo	restrictive
storage	IsA	commercial_enterprise
storage	Synonym	storehouse
simultaneous	Synonym	co-occurrent
reticulum	IsA	stomach
reticulum	PartOf	ruminant
genomics	IsA	genomics
genomics	IsA	genomics
genomics	IsA	genetics
granulocyte	IsA	leukocyte
delay	Synonym	stay
delay	IsA	pause
chicken	RelatedTo	bird
chicken	RelatedTo	hen
chicken	RelatedTo	rooster
chicken	RelatedTo	animal
indifferent	Synonym	so-so
indifferent	SimilarTo	moderate
tick	AtLocation	a_meadow
reporter	CapableOf	report_news
reporter	IsA	reporter
remarkably	Synonym	signally
chlamydia	IsA	venereal_disease
chlamydia	IsA	eubacteria
chlamydia	IsA	chlamydia
chlamydia	IsA	chlamydia
tracing	IsA	drawing
potently	Synonym	powerfully
augmented	SimilarTo	increased
osteoarthritis	IsA	arthritis
substrate	Synonym	substratum
substrate	IsA	substance
substrate	Synonym	substratum
metaphase	IsA	phase_of_cell_division
metaphase	PartOf	mitosis
metaphase	PartOf	meiosis
continuously	Synonym	ceaselessly
driven	SimilarTo	ambitious
driven	Synonym	goaded
driven	Synonym	impelled
awake	HasSubevent	you_yawn
awake	HasPrerequisite	open_your_eyes
awake	HasPrerequisite	sleep
awake	HasPrerequisite	set_the_alarm_clock
night	RelatedTo	dark
night	DistinctFrom	day
night	RelatedTo	day
night	Antonym	day
pressing	Synonym	urgent
pressing	IsA	part
pressing	Synonym	press
calendar	AtLocation	your_desk
calendar	UsedFor	keeping_track_of_time
calendar	AtLocation	a_desktop
calendar	AtLocation	an_office_supply_store
vigor	Synonym	energy
policies	IsA	plural_for_policy
policies	IsA	often_in_writing
gi	Synonym	gilbert
gi	Synonym	G.I.
gi	Synonym	geographical_indication
gi	Synonym	gastrointestinal
stabilized	Synonym	stabilised
ensure	Synonym	guarantee
ensure	Synonym	see
faithful	SimilarTo	true_to
faithful	Synonym	congregation
faithful	SimilarTo	accurate
proceeds	Synonym	return
emerging	SimilarTo	future
view	RelatedTo	look
view	RelatedTo	vista
view	RelatedTo	see
view	RelatedTo	sight
nac	Synonym	North_Atlantic_Council
dominated	Synonym	henpecked
dominated	SimilarTo	controlled
axis	IsA	alliance
axis	IsA	axis
axis	IsA	axis
axis	Synonym	axis
placed	Synonym	situated
placed	SimilarTo	arranged
nitrite	IsA	group
nitrite	IsA	nitrite
deregulation	IsA	liberation
haematopoietic	Synonym	hematopoietic
wingless	SimilarTo	flightless
wingless	SimilarTo	apterous
zone	MannerOf	regulate
zone	IsA	zone
zone	IsA	topographic_point
zone	Synonym	partition
compartmentalization	IsA	dissociation
compartmentalization	Synonym	categorization
associate	IsA	accompaniment
spondylitis	IsA	inflammation
spondylitis	IsA	spondylitis
echocardiography	IsA	diagnostic_procedure
applicable	SimilarTo	relevant
transducer	IsA	electrical_device
transducer	IsA	transducer
viremia	IsA	pathology
native	RelatedTo	indian
native	RelatedTo	person
native	RelatedTo	original
native	RelatedTo	american
dying	Causes	something_to_change_color
dying	HasSubevent	fear
dying	UsedFor	the_end_of_life
dying	Causes	a_change_of_color
reversed	SimilarTo	turned
reversed	Synonym	transposed
neurotransmitters	ReceivesAction	found_in_the_brain
neurotransmitters	IsA	chemicals
ultimately	Synonym	at_long_last
damages	IsA	damages
damages	IsA	damages
damages	IsA	damages
menarche	IsA	start
parity	Synonym	parity
parity	IsA	equivalence
parity	IsA	mathematical_relation
parity	HasContext	obstetrics
apply	MannerOf	refer
apply	Synonym	enforce
apply	Synonym	practice
senescence	Synonym	aging
senescence	Synonym	agedness
dendrite	PartOf	nerve_cell
dendrite	IsA	nerve_fiber
enlarged	SimilarTo	unhealthy
enlarged	Synonym	blown-up
enlarged	Synonym	exaggerated
enlarged	Synonym	hypertrophied
healthier	SimilarTo	better
adiposity	IsA	fatness
spousal	Synonym	bridal
ongoing	Synonym	on-going
smoked	Synonym	smoke-cured
distant	Synonym	removed
distant	SimilarTo	ulterior
distant	SimilarTo	nonadjacent
distant	SimilarTo	deep
quartile	IsA	mark
quartile	HasContext	statistics
manual	SimilarTo	blue-collar
manual	SimilarTo	hand-operated
manual	IsA	manual
revised	SimilarTo	altered
revised	SimilarTo	amended
edition	IsA	edition
edition	IsA	issue
physiologic	SimilarTo	physical
physiologic	Synonym	physiologic
spectrum	IsA	spectrum
spectrum	IsA	spectrum
spectrum	IsA	spectrum
spectrum	IsA	spectrum
way	IsA	category
way	IsA	artifact
away	DistinctFrom	here
away	RelatedTo	distance
away	RelatedTo	a_far
away	RelatedTo	gone
quiescence	Synonym	dormancy
property	RelatedTo	land
property	RelatedTo	owned
property	RelatedTo	house
property	RelatedTo	estate
pool	UsedFor	Swimming
pool	UsedFor	swiming
pool	UsedFor	get_out_of_the_heat
pool	AtLocation	a_backyard
lin	Synonym	Maya_Lin
quiescent	SimilarTo	inactive
quiescent	SimilarTo	dormant
quiescent	SimilarTo	inactive
quiescent	HasContext	pathology
focusing	Synonym	focalization
focusing	Synonym	focus
strengthening	IsA	transformation
sessions	Synonym	Roger_Huntington_Sessions
preservation	IsA	preservation
realistic	SimilarTo	down-to-earth
realistic	SimilarTo	hard-nosed
realistic	SimilarTo	practical
realistic	RelatedTo	practical
cryptic	SimilarTo	concise
cryptic	Synonym	inscrutable
cryptic	Synonym	kabbalistic
distribution	IsA	distribution
distribution	PartOf	marketing
sustain	Synonym	prolong
adaptation	IsA	adaptation
feature	IsA	feature
feature	IsA	article
swiss	Synonym	Swiss_people
concurrent	Synonym	co-occurrent
african	IsA	African
americans	IsA	people
americans	AtLocation	America
americans	NotCapableOf	eat_cats
americans	IsA	humans
scheduled	SimilarTo	regular
laboratory	Synonym	lab
magnetic	Synonym	charismatic
magnetic	SimilarTo	attractable
resonance	IsA	physical_phenomenon
resonance	Synonym	plangency
resonance	IsA	resonance
resonance	IsA	timbre
mutagenesis	IsA	mutagenesis
mutagenesis	PartOf	mutation
mutagenesis	IsA	cause
nb	Synonym	niobium
nb	Synonym	nota_bene
telomerase	IsA	enzyme
possibility	Synonym	hypothesis
imprinting	IsA	learning
rat	IsA	a_rodent
rat	RelatedTo	mouse
rat	RelatedTo	rodent
rat	MannerOf	hire
iga	Synonym	immunoglobulin_A
iii	Synonym	3
iii	Synonym	three
starvation	Causes	death
primed	SimilarTo	ready
conformation	Synonym	shape
conformation	IsA	balance
conformation	Synonym	conformity
luminal	Synonym	sodium_thiopental
intricate	SimilarTo	complex
blockade	Synonym	barricade
carvedilol	IsA	beta_blocker
symptomatic	SimilarTo	characteristic
predominance	Synonym	predomination
unexplored	Synonym	undiscovered
transmitted	SimilarTo	inheritable
prep	Synonym	homework
person	RelatedTo	human
person	CapableOf	cross_a_street
person	CapableOf	thank_another_person
person	CapableOf	voice_an_opinion
mi	Synonym	mile
mi	Synonym	Michigan
mi	IsA	solfa_syllable
mi	Synonym	Security_Service
contrasting	SimilarTo	different
http	Synonym	hypertext_transfer_protocol
bidirectional	SimilarTo	two-way
bidirectional	SimilarTo	bifacial
bidirectional	SimilarTo	duplex
expandable	SimilarTo	elastic
expandable	Synonym	expandible
uncouple	MannerOf	disconnect
asexual	SimilarTo	parthenogenetic
asexual	SimilarTo	vegetal
asexual	SimilarTo	sexless
lives	ReceivesAction	filled_with'beeps'
nearly	Synonym	virtually
integrating	Synonym	integration
collaborative	SimilarTo	cooperative
hyperglycaemia	Synonym	hyperglycemia
hyperlipidaemia	Synonym	lipemia
scales	AtLocation	fish
scales	CapableOf	measure_weights_of_objects
er	Synonym	emergency_room
er	Synonym	erbium
fe	Synonym	iron
catalyze	MannerOf	change_state
catalyze	HasContext	chemistry
indeed	Synonym	so
damaging	Synonym	prejudicious
damaging	SimilarTo	destructive
timely	Synonym	well_timed
timely	SimilarTo	punctual
timely	Synonym	seasonably
diseased	Synonym	pathologic
consensus	IsA	agreement
resident	Synonym	nonmigratory
tuning	IsA	calibration
magnitude	IsA	magnitude
lice	RelatedTo	head
amplification	HasContext	electricity
sensitisation	Synonym	sensitizing
sensitisation	Synonym	sensitization
sensitisation	Synonym	sensitization
leishmania	Synonym	Leishmania
leishmania	IsA	flagellate
immature	RelatedTo	premature
immature	SimilarTo	inchoative
immature	SimilarTo	larval
circulation	IsA	circulation
circulation	IsA	change_of_location
distinguished	SimilarTo	important
shrinking	IsA	decrease
coordinates	CapableOf	give_your_current_location
interfering	SimilarTo	intrusive
sprout	Synonym	shoot
normally	Synonym	unremarkably
branches	AtLocation	the_forest
branches	IsA	parts_of_a_plant
contractile	SimilarTo	contracted
enabling	SimilarTo	facultative
enabling	SimilarTo	sanctionative
unappreciated	SimilarTo	unacknowledged
unappreciated	Synonym	ungratifying
ligation	IsA	tying
ligation	IsA	ligation
ligation	HasContext	surgery
regimen	HasContext	medicine
regimen	IsA	plan
prophylactic	SimilarTo	protective
prophylactic	Synonym	condom
prophylactic	Synonym	antifertility
prophylactic	Synonym	preventive
mosquitoes	CapableOf	fly
mosquitoes	CapableOf	spread_disease
mosquitoes	CapableOf	fly_away
mosquitoes	AtLocation	the_air
summarise	Synonym	sum_up
summarise	Synonym	summarize
mood	IsA	mood
preferable	SimilarTo	desirable
maladaptive	SimilarTo	dysfunctional
maladaptive	SimilarTo	maladjustive
imbalance	Synonym	asymmetry
actions	HasA	consequences
actions	CapableOf	give_meaning_to_your_beliefs
